date,pit_id,target_tons,actual_tons,rainfall_mm,excavator_downtime_hrs,dumper_downtime_hrs,blasting_delay_mins
2025-01-29,Sandur_Pit_1,750,657,0.7,3.1,0.5,0
2025-01-29,Ballari_Pit_2,650,541,4.1,2.0,0.3,30
2025-01-30,Bharveli_Pit_1,850,837,0.3,0.1,2.1,0
2025-01-30,Ukwa_Pit_2,600,520,1.1,1.4,2.3,0
2025-01-30,Tirodi_Pit_3,750,608,2.8,1.2,5.0,0
2025-01-30,Dongri_Buzurg_Pit_4,900,880,0.1,0.4,0.5,0
2025-01-30,Mansar_Pit_5,500,389,0.6,1.6,1.0,30
2025-01-30,Kandri_Pit_6,650,650,0.1,0.7,0.1,0
2025-01-30,Keonjhar_Pit_1,800,690,0.9,2.5,0.0,15
2025-01-30,Barbil_Pit_2,850,733,6.6,0.9,4.4,0
2025-01-30,Joda_Pit_3,700,528,2.6,4.4,0.5,15
2025-01-30,Garividi_Pit_1,600,496,0.4,0.9,1.0,60
2025-01-30,Vizianagaram_Pit_2,550,524,0.2,0.2,0.4,0
2025-01-30,Sandur_Pit_1,750,681,3.8,0.9,1.2,0
2025-01-30,Ballari_Pit_2,650,574,0.1,1.4,1.3,0
2025-01-31,Bharveli_Pit_1,850,741,1.2,0.7,0.3,60
2025-01-31,Ukwa_Pit_2,600,519,1.2,0.6,1.7,15
2025-01-31,Tirodi_Pit_3,750,684,0.1,0.8,2.6,0
2025-01-31,Dongri_Buzurg_Pit_4,900,834,0.4,0.4,2.3,15
2025-01-31,Mansar_Pit_5,500,312,0.5,2.3,3.4,45
2025-01-31,Kandri_Pit_6,650,583,8.4,1.6,0.0,0
2025-01-31,Keonjhar_Pit_1,800,688,1.2,2.6,1.2,0
2025-01-31,Barbil_Pit_2,850,713,3.5,0.5,2.4,60
2025-01-31,Joda_Pit_3,700,609,0.5,0.8,0.5,30
2025-01-31,Garividi_Pit_1,600,470,3.2,0.6,3.9,15
2025-01-31,Vizianagaram_Pit_2,550,466,0.3,1.3,2.5,0
2025-01-31,Sandur_Pit_1,750,642,0.4,2.5,1.7,0
2025-01-31,Ballari_Pit_2,650,554,1.2,1.1,0.1,45
2025-02-01,Bharveli_Pit_1,850,654,6.8,0.6,6.6,15
2025-02-01,Ukwa_Pit_2,600,513,2.0,0.2,3.4,0
2025-02-01,Tirodi_Pit_3,750,600,2.5,2.4,0.1,30
2025-02-01,Dongri_Buzurg_Pit_4,900,775,0.4,2.1,2.7,15
2025-02-01,Mansar_Pit_5,500,405,1.3,1.9,1.0,0
2025-02-01,Kandri_Pit_6,650,563,1.4,1.9,0.7,0
2025-02-01,Keonjhar_Pit_1,800,781,0.2,0.3,0.2,0
2025-02-01,Barbil_Pit_2,850,739,1.2,1.5,1.7,15
2025-02-01,Joda_Pit_3,700,533,1.3,4.3,1.6,0
2025-02-01,Garividi_Pit_1,600,541,2.3,0.4,1.9,0
2025-02-01,Vizianagaram_Pit_2,550,460,0.5,2.0,0.5,15
2025-02-01,Sandur_Pit_1,750,699,2.4,0.8,0.6,0
2025-02-01,Ballari_Pit_2,650,518,4.1,1.6,2.5,15
2025-02-02,Bharveli_Pit_1,850,715,0.6,2.6,1.8,15
2025-02-02,Ukwa_Pit_2,600,511,1.2,2.2,1.3,0
2025-02-02,Tirodi_Pit_3,750,699,7.5,0.1,0.9,0
2025-02-02,Dongri_Buzurg_Pit_4,900,763,0.7,2.1,0.6,45
2025-02-02,Mansar_Pit_5,500,369,2.8,1.8,0.0,60
2025-02-02,Kandri_Pit_6,650,554,3.5,0.4,3.3,0
2025-02-02,Keonjhar_Pit_1,800,759,2.4,0.9,0.2,0
2025-02-02,Barbil_Pit_2,850,808,0.7,1.0,0.6,0
2025-02-02,Joda_Pit_3,700,556,2.7,0.1,3.7,45
2025-02-02,Garividi_Pit_1,600,558,4.5,0.2,0.1,0
2025-02-02,Vizianagaram_Pit_2,550,404,3.2,0.0,1.4,90
2025-02-02,Sandur_Pit_1,750,647,0.1,2.0,1.5,0
2025-02-02,Ballari_Pit_2,650,496,0.2,2.6,1.8,30
2025-02-03,Bharveli_Pit_1,850,804,1.5,0.6,0.6,0
2025-02-03,Ukwa_Pit_2,600,476,3.0,1.0,3.6,0
2025-02-03,Tirodi_Pit_3,750,663,1.8,1.3,0.4,15
2025-02-03,Dongri_Buzurg_Pit_4,900,844,0.2,0.5,1.1,15
2025-02-03,Mansar_Pit_5,500,430,2.7,0.8,1.6,0
2025-02-03,Kandri_Pit_6,650,618,0.6,0.5,1.0,0
2025-02-03,Keonjhar_Pit_1,800,747,7.1,0.4,1.1,0
2025-02-03,Barbil_Pit_2,850,808,1.9,0.4,0.4,15
2025-02-03,Joda_Pit_3,700,645,3.2,0.9,1.2,0
2025-02-03,Garividi_Pit_1,600,544,5.4,0.6,0.1,15
2025-02-03,Vizianagaram_Pit_2,550,423,1.4,2.3,1.1,30
2025-02-03,Sandur_Pit_1,750,715,9.9,0.2,0.5,0
2025-02-03,Ballari_Pit_2,650,576,4.8,1.4,1.5,0
2025-02-04,Bharveli_Pit_1,850,682,3.5,3.4,2.8,0
2025-02-04,Ukwa_Pit_2,600,548,0.6,0.1,1.5,15
2025-02-04,Tirodi_Pit_3,750,717,0.2,0.5,1.0,0
2025-02-04,Dongri_Buzurg_Pit_4,900,894,2.8,0.1,0.1,0
2025-02-04,Mansar_Pit_5,500,409,5.7,1.2,1.8,0
2025-02-04,Kandri_Pit_6,650,475,2.0,2.7,1.5,45
2025-02-04,Keonjhar_Pit_1,800,732,2.6,0.1,3.7,0
2025-02-04,Barbil_Pit_2,850,819,0.0,0.6,0.6,0
2025-02-04,Joda_Pit_3,700,659,1.7,0.0,0.2,15
2025-02-04,Garividi_Pit_1,600,499,2.1,2.1,1.9,0
2025-02-04,Vizianagaram_Pit_2,550,468,2.2,0.4,0.6,30
2025-02-04,Sandur_Pit_1,750,600,3.5,2.1,4.0,0
2025-02-04,Ballari_Pit_2,650,574,0.8,1.0,0.7,15
2025-02-05,Bharveli_Pit_1,850,813,0.9,0.2,0.9,0
2025-02-05,Ukwa_Pit_2,600,549,4.4,0.5,0.3,0
2025-02-05,Tirodi_Pit_3,750,715,0.8,0.1,0.8,0
2025-02-05,Dongri_Buzurg_Pit_4,900,847,2.3,1.0,0.7,0
2025-02-05,Mansar_Pit_5,500,462,2.3,0.2,1.1,0
2025-02-05,Kandri_Pit_6,650,513,1.4,3.7,0.8,0
2025-02-05,Keonjhar_Pit_1,800,761,0.3,0.0,2.3,0
2025-02-05,Barbil_Pit_2,850,685,0.7,2.5,0.2,60
2025-02-05,Joda_Pit_3,700,517,1.8,1.9,6.6,0
2025-02-05,Garividi_Pit_1,600,557,6.5,0.5,0.8,0
2025-02-05,Vizianagaram_Pit_2,550,436,1.6,0.9,2.3,30
2025-02-05,Sandur_Pit_1,750,725,1.2,0.4,0.5,0
2025-02-05,Ballari_Pit_2,650,511,0.6,3.7,1.3,0
2025-02-06,Bharveli_Pit_1,850,828,1.7,0.2,0.9,15
2025-02-06,Ukwa_Pit_2,600,444,10.2,2.3,1.6,15
2025-02-06,Tirodi_Pit_3,750,696,1.9,0.2,0.8,0
2025-02-06,Dongri_Buzurg_Pit_4,900,690,0.5,3.7,3.8,30
2025-02-06,Mansar_Pit_5,500,382,1.5,2.2,0.2,30
2025-02-06,Kandri_Pit_6,650,495,0.6,2.3,4.6,0
2025-02-06,Keonjhar_Pit_1,800,599,1.2,4.4,1.1,45
2025-02-06,Barbil_Pit_2,850,787,0.7,0.2,2.3,0
2025-02-06,Joda_Pit_3,700,594,1.4,0.7,1.4,45
2025-02-06,Garividi_Pit_1,600,435,3.5,1.6,1.4,60
2025-02-06,Vizianagaram_Pit_2,550,484,0.4,0.1,3.1,0
2025-02-06,Sandur_Pit_1,750,679,2.0,2.9,0.0,0
2025-02-06,Ballari_Pit_2,650,572,2.3,1.4,1.9,0
2025-02-07,Bharveli_Pit_1,850,759,3.3,0.4,0.4,60
2025-02-07,Ukwa_Pit_2,600,310,0.0,6.7,1.8,30
2025-02-07,Tirodi_Pit_3,750,653,2.7,0.2,2.2,30
2025-02-07,Dongri_Buzurg_Pit_4,900,769,2.1,1.6,3.0,15
2025-02-07,Mansar_Pit_5,500,474,0.2,0.6,0.8,0
2025-02-07,Kandri_Pit_6,650,544,0.9,0.1,2.6,60
2025-02-07,Keonjhar_Pit_1,800,691,0.2,0.8,2.5,30
2025-02-07,Barbil_Pit_2,850,840,0.1,0.1,0.8,0
2025-02-07,Joda_Pit_3,700,536,3.3,2.9,0.8,45
2025-02-07,Garividi_Pit_1,600,549,0.8,0.7,0.4,15
2025-02-07,Vizianagaram_Pit_2,550,451,0.9,1.1,0.2,45
2025-02-07,Sandur_Pit_1,750,677,1.4,0.7,1.4,15
2025-02-07,Ballari_Pit_2,650,521,0.6,1.4,2.8,30
2025-02-08,Bharveli_Pit_1,850,779,1.6,0.8,0.2,30
2025-02-08,Ukwa_Pit_2,600,580,0.7,0.2,1.6,0
2025-02-08,Tirodi_Pit_3,750,712,2.8,0.4,0.0,15
2025-02-08,Dongri_Buzurg_Pit_4,900,839,3.7,0.0,0.5,30
2025-02-08,Mansar_Pit_5,500,486,0.8,0.1,0.7,0
2025-02-08,Kandri_Pit_6,650,482,3.1,2.4,0.9,45
2025-02-08,Keonjhar_Pit_1,800,683,0.9,3.7,0.1,15
2025-02-08,Barbil_Pit_2,850,802,2.0,1.3,0.0,0
2025-02-08,Joda_Pit_3,700,518,2.5,1.2,5.4,30
2025-02-08,Garividi_Pit_1,600,531,0.7,0.1,2.4,15
2025-02-08,Vizianagaram_Pit_2,550,440,0.1,0.5,5.0,15
2025-02-08,Sandur_Pit_1,750,742,0.5,0.5,0.7,0
2025-02-08,Ballari_Pit_2,650,509,2.9,0.6,2.8,45
2025-02-09,Bharveli_Pit_1,850,758,1.3,2.3,0.4,15
2025-02-09,Ukwa_Pit_2,600,567,1.9,0.4,0.2,15
2025-02-09,Tirodi_Pit_3,750,676,2.1,0.6,2.0,0
2025-02-09,Dongri_Buzurg_Pit_4,900,857,4.4,0.4,0.7,0
2025-02-09,Mansar_Pit_5,500,444,0.6,2.0,0.0,0
2025-02-09,Kandri_Pit_6,650,650,0.8,0.0,0.2,0
2025-02-09,Keonjhar_Pit_1,800,764,1.5,1.0,0.0,0
2025-02-09,Barbil_Pit_2,850,760,6.6,0.8,1.8,0
2025-02-09,Joda_Pit_3,700,552,1.5,4.1,0.2,0
2025-02-09,Garividi_Pit_1,600,527,2.9,1.8,0.2,0
2025-02-09,Vizianagaram_Pit_2,550,515,0.9,0.5,0.0,0
2025-02-09,Sandur_Pit_1,750,558,2.1,4.0,3.0,0
2025-02-09,Ballari_Pit_2,650,599,3.0,0.7,0.8,0
2025-02-10,Bharveli_Pit_1,850,833,0.1,0.3,0.5,0
2025-02-10,Ukwa_Pit_2,600,352,0.1,3.5,4.6,30
2025-02-10,Tirodi_Pit_3,750,602,9.5,0.9,5.3,0
2025-02-10,Dongri_Buzurg_Pit_4,900,833,0.4,0.2,1.6,30
2025-02-10,Mansar_Pit_5,500,405,1.7,0.2,2.7,15
2025-02-10,Kandri_Pit_6,650,570,0.6,0.5,4.0,0
2025-02-10,Keonjhar_Pit_1,800,691,1.3,2.4,2.0,0
2025-02-10,Barbil_Pit_2,850,694,0.3,3.5,1.2,0
2025-02-10,Joda_Pit_3,700,653,1.4,1.3,0.1,0
2025-02-10,Garividi_Pit_1,600,559,1.6,0.6,0.1,0
2025-02-10,Vizianagaram_Pit_2,550,502,1.2,0.3,0.1,30
2025-02-10,Sandur_Pit_1,750,519,6.5,0.2,4.8,90
2025-02-10,Ballari_Pit_2,650,456,2.5,4.4,1.3,0
2025-02-11,Bharveli_Pit_1,850,712,0.2,1.1,6.4,0
2025-02-11,Ukwa_Pit_2,600,346,3.1,2.6,4.6,60
2025-02-11,Tirodi_Pit_3,750,679,2.8,0.2,1.0,30
2025-02-11,Dongri_Buzurg_Pit_4,900,815,0.6,1.1,1.8,0
2025-02-11,Mansar_Pit_5,500,491,1.4,0.0,0.0,0
2025-02-11,Kandri_Pit_6,650,583,5.2,0.3,1.6,0
2025-02-11,Keonjhar_Pit_1,800,775,2.6,0.1,0.9,0
2025-02-11,Barbil_Pit_2,850,796,1.3,1.2,0.2,0
2025-02-11,Joda_Pit_3,700,619,10.0,0.1,2.3,0
2025-02-11,Garividi_Pit_1,600,423,1.0,1.5,4.0,60
2025-02-11,Vizianagaram_Pit_2,550,495,3.1,0.3,1.3,0
2025-02-11,Sandur_Pit_1,750,673,2.1,0.3,0.3,45
2025-02-11,Ballari_Pit_2,650,650,0.5,0.0,0.1,0
2025-02-12,Bharveli_Pit_1,850,698,4.0,0.4,4.8,15
2025-02-12,Ukwa_Pit_2,600,550,1.5,1.6,0.5,0
2025-02-12,Tirodi_Pit_3,750,567,4.5,3.2,3.6,0
2025-02-12,Dongri_Buzurg_Pit_4,900,845,1.4,0.3,1.4,0
2025-02-12,Mansar_Pit_5,500,449,0.8,2.1,0.4,0
2025-02-12,Kandri_Pit_6,650,543,3.3,2.0,0.6,15
2025-02-12,Keonjhar_Pit_1,800,709,2.9,1.2,0.3,45
2025-02-12,Barbil_Pit_2,850,803,1.1,0.0,0.2,30
2025-02-12,Joda_Pit_3,700,670,0.0,0.6,1.2,0
2025-02-12,Garividi_Pit_1,600,499,0.5,0.0,2.1,60
2025-02-12,Vizianagaram_Pit_2,550,451,0.5,1.2,2.2,30
2025-02-12,Sandur_Pit_1,750,660,0.8,1.4,2.7,0
2025-02-12,Ballari_Pit_2,650,415,0.9,2.6,2.6,90
2025-02-13,Bharveli_Pit_1,850,771,1.8,1.2,0.1,15
2025-02-13,Ukwa_Pit_2,600,516,2.5,0.2,2.4,15
2025-02-13,Tirodi_Pit_3,750,676,0.7,1.4,2.3,0
2025-02-13,Dongri_Buzurg_Pit_4,900,779,1.4,0.8,0.7,60
2025-02-13,Mansar_Pit_5,500,367,2.5,0.7,4.1,15
2025-02-13,Kandri_Pit_6,650,530,2.6,2.2,0.5,30
2025-02-13,Keonjhar_Pit_1,800,582,0.8,4.2,3.1,30
2025-02-13,Barbil_Pit_2,850,738,2.6,0.9,4.7,0
2025-02-13,Joda_Pit_3,700,630,3.1,1.5,0.8,0
2025-02-13,Garividi_Pit_1,600,495,3.7,0.0,1.9,60
2025-02-13,Vizianagaram_Pit_2,550,388,2.4,1.9,1.3,60
2025-02-13,Sandur_Pit_1,750,629,0.1,0.8,2.0,45
2025-02-13,Ballari_Pit_2,650,572,1.6,0.6,0.2,45
2025-02-14,Bharveli_Pit_1,850,762,0.3,0.4,0.5,45
2025-02-14,Ukwa_Pit_2,600,495,0.6,1.1,1.4,30
2025-02-14,Tirodi_Pit_3,750,718,4.7,0.0,1.8,0
2025-02-14,Dongri_Buzurg_Pit_4,900,848,0.7,0.5,1.6,0
2025-02-14,Mansar_Pit_5,500,438,2.6,0.6,0.1,30
2025-02-14,Kandri_Pit_6,650,644,2.3,0.4,0.1,0
2025-02-14,Keonjhar_Pit_1,800,696,5.8,1.1,1.8,15
2025-02-14,Barbil_Pit_2,850,840,2.8,0.1,0.5,0
2025-02-14,Joda_Pit_3,700,541,1.1,4.3,0.1,15
2025-02-14,Garividi_Pit_1,600,541,2.7,1.3,0.9,0
2025-02-14,Vizianagaram_Pit_2,550,539,1.0,0.3,0.4,0
2025-02-14,Sandur_Pit_1,750,603,2.1,3.8,1.5,0
2025-02-14,Ballari_Pit_2,650,516,0.2,3.3,0.6,0
2025-02-15,Bharveli_Pit_1,850,747,2.1,0.3,0.0,60
2025-02-15,Ukwa_Pit_2,600,517,0.6,1.2,2.0,15
2025-02-15,Tirodi_Pit_3,750,597,1.8,2.2,4.7,0
2025-02-15,Dongri_Buzurg_Pit_4,900,701,0.3,3.2,2.1,45
2025-02-15,Mansar_Pit_5,500,448,2.4,1.3,0.8,0
2025-02-15,Kandri_Pit_6,650,533,1.7,0.3,1.0,60
2025-02-15,Keonjhar_Pit_1,800,655,0.4,1.2,6.0,0
2025-02-15,Barbil_Pit_2,850,793,0.0,0.6,0.2,30
2025-02-15,Joda_Pit_3,700,632,0.6,0.6,2.1,0
2025-02-15,Garividi_Pit_1,600,537,1.8,1.0,1.6,0
2025-02-15,Vizianagaram_Pit_2,550,434,0.4,2.3,2.1,0
2025-02-15,Sandur_Pit_1,750,730,0.6,0.3,0.5,0
2025-02-15,Ballari_Pit_2,650,583,2.6,1.0,1.8,0
2025-02-16,Bharveli_Pit_1,850,679,6.1,2.0,2.6,30
2025-02-16,Ukwa_Pit_2,600,480,0.4,1.1,2.2,30
2025-02-16,Tirodi_Pit_3,750,664,1.5,0.1,0.7,45
2025-02-16,Dongri_Buzurg_Pit_4,900,775,0.6,0.5,3.6,15
2025-02-16,Mansar_Pit_5,500,443,3.1,0.7,1.6,0
2025-02-16,Kandri_Pit_6,650,511,1.2,1.2,4.4,0
2025-02-16,Keonjhar_Pit_1,800,757,3.5,0.4,0.9,0
2025-02-16,Barbil_Pit_2,850,771,0.1,0.7,4.2,0
2025-02-16,Joda_Pit_3,700,642,2.9,0.6,1.7,0
2025-02-16,Garividi_Pit_1,600,511,0.1,0.2,1.7,45
2025-02-16,Vizianagaram_Pit_2,550,503,3.4,1.3,0.2,0
2025-02-16,Sandur_Pit_1,750,715,1.4,0.8,0.7,0
2025-02-16,Ballari_Pit_2,650,519,3.5,1.7,0.6,45
2025-02-17,Bharveli_Pit_1,850,683,0.9,0.8,4.5,45
2025-02-17,Ukwa_Pit_2,600,538,0.2,0.5,1.3,15
2025-02-17,Tirodi_Pit_3,750,589,2.3,2.0,3.1,30
2025-02-17,Dongri_Buzurg_Pit_4,900,834,1.2,1.0,0.3,15
2025-02-17,Mansar_Pit_5,500,499,0.5,0.1,0.3,0
2025-02-17,Kandri_Pit_6,650,578,2.5,1.5,1.2,0
2025-02-17,Keonjhar_Pit_1,800,763,0.2,0.3,1.2,15
2025-02-17,Barbil_Pit_2,850,820,0.6,0.1,0.8,0
2025-02-17,Joda_Pit_3,700,616,1.1,0.6,1.2,15
2025-02-17,Garividi_Pit_1,600,561,2.4,0.2,1.1,0
2025-02-17,Vizianagaram_Pit_2,550,505,1.5,0.1,1.5,0
2025-02-17,Sandur_Pit_1,750,698,0.8,0.2,1.9,0
2025-02-17,Ballari_Pit_2,650,609,0.5,0.8,0.9,0
2025-02-18,Bharveli_Pit_1,850,784,3.1,0.1,1.0,15
2025-02-18,Ukwa_Pit_2,600,532,0.6,0.0,2.1,15
2025-02-18,Tirodi_Pit_3,750,611,3.6,1.9,3.0,0
2025-02-18,Dongri_Buzurg_Pit_4,900,785,1.2,0.2,3.1,45
2025-02-18,Mansar_Pit_5,500,442,1.3,0.1,0.8,30
2025-02-18,Kandri_Pit_6,650,543,0.1,2.3,0.8,15
2025-02-18,Keonjhar_Pit_1,800,728,6.9,0.1,1.7,0
2025-02-18,Barbil_Pit_2,850,619,1.1,6.5,1.3,0
2025-02-18,Joda_Pit_3,700,676,0.5,0.5,0.7,0
2025-02-18,Garividi_Pit_1,600,538,2.6,1.2,2.0,0
2025-02-18,Vizianagaram_Pit_2,550,484,0.5,1.2,1.1,0
2025-02-18,Sandur_Pit_1,750,675,1.6,0.1,2.3,15
2025-02-18,Ballari_Pit_2,650,522,3.0,1.5,2.6,15
2025-02-19,Bharveli_Pit_1,850,798,1.9,1.5,0.3,0
2025-02-19,Ukwa_Pit_2,600,414,4.4,1.5,3.8,30
2025-02-19,Tirodi_Pit_3,750,662,4.4,1.0,1.6,0
2025-02-19,Dongri_Buzurg_Pit_4,900,852,1.3,1.4,0.5,0
2025-02-19,Mansar_Pit_5,500,400,0.5,0.6,3.8,15
2025-02-19,Kandri_Pit_6,650,606,0.4,0.1,1.9,0
2025-02-19,Keonjhar_Pit_1,800,734,3.2,0.3,1.9,0
2025-02-19,Barbil_Pit_2,850,777,5.6,1.1,0.6,0
2025-02-19,Joda_Pit_3,700,649,0.5,1.0,0.5,15
2025-02-19,Garividi_Pit_1,600,489,3.4,1.7,2.3,0
2025-02-19,Vizianagaram_Pit_2,550,531,0.9,0.6,0.1,0
2025-02-19,Sandur_Pit_1,750,650,0.1,2.3,0.4,15
2025-02-19,Ballari_Pit_2,650,507,0.8,2.5,3.5,0
2025-02-20,Bharveli_Pit_1,850,546,4.6,6.1,2.8,30
2025-02-20,Ukwa_Pit_2,600,416,0.1,0.1,10.9,0
2025-02-20,Tirodi_Pit_3,750,528,2.8,1.8,3.1,90
2025-02-20,Dongri_Buzurg_Pit_4,900,823,0.0,0.5,2.5,15
2025-02-20,Mansar_Pit_5,500,445,0.8,1.2,0.4,0
2025-02-20,Kandri_Pit_6,650,555,2.9,0.0,2.9,15
2025-02-20,Keonjhar_Pit_1,800,681,1.7,1.1,3.2,15
2025-02-20,Barbil_Pit_2,850,784,2.8,0.6,2.0,0
2025-02-20,Joda_Pit_3,700,533,0.5,1.0,4.2,45
2025-02-20,Garividi_Pit_1,600,294,0.5,6.0,6.4,15
2025-02-20,Vizianagaram_Pit_2,550,448,3.3,1.4,1.4,0
2025-02-20,Sandur_Pit_1,750,649,2.3,0.5,4.5,0
2025-02-20,Ballari_Pit_2,650,558,1.4,1.3,1.9,15
2025-02-21,Bharveli_Pit_1,850,774,2.0,1.0,0.3,30
2025-02-21,Ukwa_Pit_2,600,489,1.2,1.2,2.9,0
2025-02-21,Tirodi_Pit_3,750,559,3.6,1.8,5.2,15
2025-02-21,Dongri_Buzurg_Pit_4,900,849,1.3,0.6,0.3,15
2025-02-21,Mansar_Pit_5,500,451,1.8,1.0,0.7,0
2025-02-21,Kandri_Pit_6,650,622,0.1,0.6,0.1,15
2025-02-21,Keonjhar_Pit_1,800,659,4.0,2.4,0.4,30
2025-02-21,Barbil_Pit_2,850,618,0.7,1.8,9.4,0
2025-02-21,Joda_Pit_3,700,588,7.3,0.7,3.0,0
2025-02-21,Garividi_Pit_1,600,454,0.8,0.1,5.9,30
2025-02-21,Vizianagaram_Pit_2,550,540,0.1,0.3,0.4,0
2025-02-21,Sandur_Pit_1,750,740,0.6,0.1,0.3,0
2025-02-21,Ballari_Pit_2,650,574,0.7,1.8,0.6,0
2025-02-22,Bharveli_Pit_1,850,837,0.5,0.2,0.5,0
2025-02-22,Ukwa_Pit_2,600,533,0.5,1.8,0.3,0
2025-02-22,Tirodi_Pit_3,750,721,4.0,0.2,0.1,0
2025-02-22,Dongri_Buzurg_Pit_4,900,856,3.3,0.2,1.4,15
2025-02-22,Mansar_Pit_5,500,455,0.3,1.1,0.5,0
2025-02-22,Kandri_Pit_6,650,593,0.7,1.9,0.1,0
2025-02-22,Keonjhar_Pit_1,800,703,1.2,1.4,1.4,15
2025-02-22,Barbil_Pit_2,850,657,0.8,0.8,2.9,90
2025-02-22,Joda_Pit_3,700,662,4.4,0.5,0.3,0
2025-02-22,Garividi_Pit_1,600,447,1.3,2.0,0.7,45
2025-02-22,Vizianagaram_Pit_2,550,482,1.0,0.4,1.0,30
2025-02-22,Sandur_Pit_1,750,682,6.1,0.2,1.3,15
2025-02-22,Ballari_Pit_2,650,570,1.3,1.1,0.4,15
2025-02-23,Bharveli_Pit_1,850,826,0.3,0.9,0.3,0
2025-02-23,Ukwa_Pit_2,600,552,0.5,0.2,2.8,0
2025-02-23,Tirodi_Pit_3,750,674,0.9,1.8,0.7,0
2025-02-23,Dongri_Buzurg_Pit_4,900,793,1.6,2.1,2.5,0
2025-02-23,Mansar_Pit_5,500,409,0.5,2.3,0.5,0
2025-02-23,Kandri_Pit_6,650,523,0.0,2.2,2.5,15
2025-02-23,Keonjhar_Pit_1,800,771,1.2,0.5,0.2,0
2025-02-23,Barbil_Pit_2,850,817,5.1,0.0,0.6,0
2025-02-23,Joda_Pit_3,700,633,1.3,0.7,2.3,0
2025-02-23,Garividi_Pit_1,600,446,1.3,0.6,1.5,90
2025-02-23,Vizianagaram_Pit_2,550,516,3.5,0.2,0.0,0
2025-02-23,Sandur_Pit_1,750,635,0.8,0.8,1.5,45
2025-02-23,Ballari_Pit_2,650,587,0.1,0.0,1.3,0
2025-02-24,Bharveli_Pit_1,850,835,3.7,0.2,0.0,0
2025-02-24,Ukwa_Pit_2,600,571,1.9,0.4,0.3,0
2025-02-24,Tirodi_Pit_3,750,690,3.2,0.5,2.2,0
2025-02-24,Dongri_Buzurg_Pit_4,900,779,2.3,0.9,4.2,0
2025-02-24,Mansar_Pit_5,500,438,0.1,0.0,2.8,15
2025-02-24,Kandri_Pit_6,650,528,0.8,0.0,5.2,15
2025-02-24,Keonjhar_Pit_1,800,716,5.4,0.3,1.5,15
2025-02-24,Barbil_Pit_2,850,718,5.9,2.4,2.1,0
2025-02-24,Joda_Pit_3,700,537,0.7,3.6,0.0,30
2025-02-24,Garividi_Pit_1,600,525,9.2,0.4,0.7,0
2025-02-24,Vizianagaram_Pit_2,550,481,1.2,0.3,0.7,30
2025-02-24,Sandur_Pit_1,750,725,0.1,0.1,0.3,15
2025-02-24,Ballari_Pit_2,650,495,0.3,3.8,0.9,15
2025-02-25,Bharveli_Pit_1,850,752,2.2,1.5,2.2,15
2025-02-25,Ukwa_Pit_2,600,489,4.7,1.9,2.3,0
2025-02-25,Tirodi_Pit_3,750,533,1.0,2.4,3.6,45
2025-02-25,Dongri_Buzurg_Pit_4,900,852,0.8,1.3,0.5,0
2025-02-25,Mansar_Pit_5,500,403,1.1,2.0,0.2,30
2025-02-25,Kandri_Pit_6,650,625,1.5,0.4,1.1,0
2025-02-25,Keonjhar_Pit_1,800,698,0.4,0.1,1.3,45
2025-02-25,Barbil_Pit_2,850,694,0.8,1.5,1.7,60
2025-02-25,Joda_Pit_3,700,585,2.1,2.5,0.8,0
2025-02-25,Garividi_Pit_1,600,504,0.0,1.9,2.6,0
2025-02-25,Vizianagaram_Pit_2,550,380,0.3,4.3,0.4,0
2025-02-25,Sandur_Pit_1,750,685,1.8,1.5,0.1,15
2025-02-25,Ballari_Pit_2,650,536,0.4,0.9,0.6,60
2025-02-26,Bharveli_Pit_1,850,631,3.4,4.5,0.5,60
2025-02-26,Ukwa_Pit_2,600,571,0.1,0.1,1.9,0
2025-02-26,Tirodi_Pit_3,750,678,0.5,1.0,0.5,15
2025-02-26,Dongri_Buzurg_Pit_4,900,857,3.4,0.7,0.7,0
2025-02-26,Mansar_Pit_5,500,483,3.3,0.4,0.4,0
2025-02-26,Kandri_Pit_6,650,604,3.7,0.3,0.8,30
2025-02-26,Keonjhar_Pit_1,800,751,3.5,0.5,1.0,0
2025-02-26,Barbil_Pit_2,850,822,1.5,0.0,1.0,0
2025-02-26,Joda_Pit_3,700,543,0.4,1.2,5.7,15
2025-02-26,Garividi_Pit_1,600,492,1.1,0.1,1.5,60
2025-02-26,Vizianagaram_Pit_2,550,496,2.2,0.1,0.7,15
2025-02-26,Sandur_Pit_1,750,696,3.4,1.0,0.7,0
2025-02-26,Ballari_Pit_2,650,605,0.2,0.5,0.9,15
2025-02-27,Bharveli_Pit_1,850,796,1.0,0.2,0.3,30
2025-02-27,Ukwa_Pit_2,600,536,0.1,0.6,0.3,45
2025-02-27,Tirodi_Pit_3,750,605,1.4,1.4,5.1,0
2025-02-27,Dongri_Buzurg_Pit_4,900,710,4.3,3.0,4.0,15
2025-02-27,Mansar_Pit_5,500,414,2.8,0.8,1.8,0
2025-02-27,Kandri_Pit_6,650,526,2.6,1.9,0.3,30
2025-02-27,Keonjhar_Pit_1,800,708,1.1,0.5,3.9,0
2025-02-27,Barbil_Pit_2,850,810,3.7,0.7,1.2,0
2025-02-27,Joda_Pit_3,700,610,0.1,0.3,0.0,60
2025-02-27,Garividi_Pit_1,600,507,6.7,0.6,2.1,0
